interaction_id,team_id,employee_1,employee_2,interaction_type,date,duration_minutes,quality_score
INT002331,TEAM046,EMP0335,EMP0099,Mentoring,2025-10-02,4,8.6
INT002332,TEAM046,EMP0335,EMP0099,Brainstorming,2025-06-26,10,7.4
INT002333,TEAM046,EMP0335,EMP0099,Discussion,2025-08-28,5,6.8
INT002334,TEAM046,EMP0335,EMP0099,Meeting,2025-06-28,32,6.3
INT002335,TEAM046,EMP0335,EMP0482,Meeting,2025-06-04,32,7.7
INT002336,TEAM046,EMP0335,EMP0482,Discussion,2025-09-06,19,7.6
INT002337,TEAM046,EMP0335,EMP0482,Mentoring,2025-05-30,24,7.5
INT002338,TEAM046,EMP0335,EMP0482,Mentoring,2025-05-22,47,7.4
INT002339,TEAM046,EMP0335,EMP0482,Mentoring,2025-10-19,59,6.9
INT002340,TEAM046,EMP0335,EMP0482,Collaboration,2025-05-29,5,6.7
INT002341,TEAM046,EMP0335,EMP0482,Pair Programming,2025-06-12,6,8.6
INT002342,TEAM046,EMP0335,EMP0482,Meeting,2025-06-04,47,5.9
INT002343,TEAM046,EMP0335,EMP0482,Collaboration,2025-08-12,32,7.1
INT002344,TEAM046,EMP0335,EMP0482,Discussion,2025-11-05,25,7.7
INT002345,TEAM046,EMP0335,EMP0482,Collaboration,2025-07-14,16,8.5
INT002346,TEAM046,EMP0335,EMP0110,Discussion,2025-08-15,10,4.9
INT002347,TEAM046,EMP0493,EMP0452,Pair Programming,2025-08-24,18,7.8
INT002348,TEAM046,EMP0493,EMP0452,Meeting,2025-09-26,39,5.7
INT002349,TEAM046,EMP0493,EMP0452,Collaboration,2025-05-14,9,7.0
INT002350,TEAM046,EMP0493,EMP0452,Mentoring,2025-08-22,47,5.0
INT002351,TEAM046,EMP0493,EMP0452,Pair Programming,2025-06-16,44,8.9
INT002352,TEAM046,EMP0493,EMP0116,Collaboration,2025-07-09,6,7.5
INT002353,TEAM046,EMP0493,EMP0116,Collaboration,2025-09-25,21,4.4
INT002354,TEAM046,EMP0493,EMP0116,Mentoring,2025-10-25,23,6.7
INT002355,TEAM046,EMP0493,EMP0116,Brainstorming,2025-08-25,28,6.8
INT002356,TEAM046,EMP0493,EMP0116,Meeting,2025-06-01,66,5.7
INT002357,TEAM046,EMP0493,EMP0099,Code Review,2025-10-17,25,7.8
INT002358,TEAM046,EMP0493,EMP0099,Meeting,2025-07-01,53,6.5
INT002359,TEAM046,EMP0493,EMP0099,Pair Programming,2025-08-28,10,7.7
INT002360,TEAM046,EMP0493,EMP0099,Collaboration,2025-10-05,9,5.2
INT002361,TEAM046,EMP0493,EMP0099,Pair Programming,2025-08-28,9,7.9
INT002362,TEAM046,EMP0493,EMP0099,Meeting,2025-09-03,11,5.0
INT002363,TEAM046,EMP0452,EMP0482,Pair Programming,2025-09-24,16,5.6
INT002364,TEAM046,EMP0452,EMP0482,Code Review,2025-05-12,22,6.1
INT002365,TEAM046,EMP0452,EMP0482,Code Review,2025-07-06,55,5.9
INT002366,TEAM046,EMP0452,EMP0482,Brainstorming,2025-06-25,21,8.3
INT002367,TEAM046,EMP0452,EMP0482,Pair Programming,2025-10-30,5,7.3
INT002368,TEAM046,EMP0452,EMP0482,Code Review,2025-10-17,73,6.7
INT002369,TEAM046,EMP0452,EMP0482,Brainstorming,2025-06-08,15,7.5
INT002370,TEAM046,EMP0452,EMP0175,Brainstorming,2025-07-04,17,5.5
INT002371,TEAM046,EMP0452,EMP0175,Brainstorming,2025-07-25,17,7.5
INT002372,TEAM046,EMP0452,EMP0175,Code Review,2025-08-01,58,8.4
INT002373,TEAM046,EMP0452,EMP0175,Discussion,2025-05-22,20,6.5
INT002374,TEAM046,EMP0116,EMP0099,Mentoring,2025-06-13,25,6.7
INT002375,TEAM046,EMP0116,EMP0099,Meeting,2025-08-11,26,8.7
INT002376,TEAM046,EMP0116,EMP0099,Pair Programming,2025-05-27,3,5.8
INT002377,TEAM046,EMP0116,EMP0175,Discussion,2025-09-26,22,7.9
INT002378,TEAM046,EMP0116,EMP0175,Discussion,2025-07-28,9,6.5
INT002379,TEAM046,EMP0116,EMP0175,Discussion,2025-08-22,12,4.4
INT002380,TEAM046,EMP0116,EMP0175,Code Review,2025-06-24,17,8.2
INT002381,TEAM046,EMP0116,EMP0110,Discussion,2025-05-11,25,7.7
INT002382,TEAM046,EMP0116,EMP0110,Pair Programming,2025-07-09,10,9.4
INT002383,TEAM046,EMP0116,EMP0110,Collaboration,2025-10-01,42,8.5
INT002384,TEAM046,EMP0116,EMP0110,Meeting,2025-07-19,20,8.1
INT002385,TEAM046,EMP0116,EMP0110,Brainstorming,2025-08-26,19,4.8
INT002386,TEAM046,EMP0116,EMP0110,Discussion,2025-07-16,6,7.4
INT002387,TEAM046,EMP0116,EMP0110,Pair Programming,2025-05-18,3,6.6
INT002388,TEAM046,EMP0116,EMP0110,Mentoring,2025-06-25,59,8.2
INT002389,TEAM046,EMP0099,EMP0175,Mentoring,2025-06-24,27,3.6
INT002390,TEAM046,EMP0099,EMP0175,Brainstorming,2025-08-09,20,6.9
INT002391,TEAM046,EMP0099,EMP0175,Collaboration,2025-07-20,20,7.8
INT002392,TEAM046,EMP0099,EMP0175,Brainstorming,2025-05-25,23,6.9
INT002393,TEAM046,EMP0099,EMP0110,Pair Programming,2025-08-30,24,6.9
INT002394,TEAM046,EMP0099,EMP0110,Pair Programming,2025-10-13,8,6.4
INT002395,TEAM046,EMP0099,EMP0110,Collaboration,2025-05-24,20,8.5
INT002396,TEAM046,EMP0099,EMP0110,Discussion,2025-07-30,27,5.7
INT002397,TEAM046,EMP0099,EMP0110,Mentoring,2025-05-19,95,8.8
INT002398,TEAM046,EMP0099,EMP0110,Mentoring,2025-09-07,71,8.3
INT002399,TEAM046,EMP0099,EMP0110,Collaboration,2025-05-19,11,5.5
INT002400,TEAM046,EMP0482,EMP0110,Mentoring,2025-05-18,93,8.2
INT002401,TEAM046,EMP0482,EMP0110,Pair Programming,2025-09-22,5,7.5
INT002402,TEAM046,EMP0482,EMP0110,Meeting,2025-06-20,44,7.3
INT002403,TEAM047,EMP0093,EMP0267,Collaboration,2025-10-13,3,9.5
INT002404,TEAM047,EMP0093,EMP0267,Mentoring,2025-10-12,57,6.4
INT002405,TEAM047,EMP0093,EMP0267,Pair Programming,2025-07-16,6,6.2
INT002406,TEAM047,EMP0093,EMP0267,Mentoring,2025-09-12,44,7.4
INT002407,TEAM047,EMP0093,EMP0425,Meeting,2025-09-19,17,8.2
INT002408,TEAM047,EMP0093,EMP0425,Collaboration,2025-11-01,3,5.2
INT002409,TEAM047,EMP0093,EMP0425,Meeting,2025-10-15,27,7.6
INT002410,TEAM047,EMP0093,EMP0425,Mentoring,2025-06-08,30,5.1
INT002411,TEAM047,EMP0093,EMP0425,Collaboration,2025-09-13,5,7.3
INT002412,TEAM047,EMP0093,EMP0425,Meeting,2025-05-28,27,7.4
INT002413,TEAM047,EMP0093,EMP0261,Code Review,2025-06-06,29,4.7
INT002414,TEAM047,EMP0093,EMP0261,Mentoring,2025-08-03,45,6.2
INT002415,TEAM047,EMP0275,EMP0267,Mentoring,2025-10-10,120,5.5
INT002416,TEAM047,EMP0275,EMP0267,Pair Programming,2025-09-21,20,5.0
INT002417,TEAM047,EMP0275,EMP0267,Discussion,2025-08-24,19,7.9
INT002418,TEAM047,EMP0275,EMP0267,Meeting,2025-05-22,36,8.3
INT002419,TEAM047,EMP0275,EMP0261,Mentoring,2025-07-21,61,5.3
INT002420,TEAM047,EMP0275,EMP0261,Brainstorming,2025-05-21,22,8.3
INT002421,TEAM047,EMP0275,EMP0048,Pair Programming,2025-10-20,12,8.4
INT002422,TEAM047,EMP0275,EMP0048,Discussion,2025-10-23,21,7.3
INT002423,TEAM047,EMP0275,EMP0048,Pair Programming,2025-07-31,27,4.8
INT002424,TEAM047,EMP0267,EMP0425,Code Review,2025-09-01,26,4.5
INT002425,TEAM047,EMP0267,EMP0425,Meeting,2025-07-18,6,5.7
INT002426,TEAM047,EMP0267,EMP0425,Code Review,2025-07-05,59,5.8
INT002427,TEAM047,EMP0267,EMP0425,Discussion,2025-06-04,5,5.8
INT002428,TEAM047,EMP0267,EMP0425,Mentoring,2025-09-23,50,6.8
INT002429,TEAM047,EMP0267,EMP0405,Collaboration,2025-10-02,19,7.0
INT002430,TEAM047,EMP0267,EMP0405,Code Review,2025-07-20,74,7.1
INT002431,TEAM047,EMP0267,EMP0405,Mentoring,2025-06-03,51,7.2
INT002432,TEAM047,EMP0267,EMP0405,Discussion,2025-10-11,14,7.5
INT002433,TEAM047,EMP0267,EMP0405,Meeting,2025-09-02,53,7.0
INT002434,TEAM047,EMP0267,EMP0405,Meeting,2025-10-30,50,9.2
INT002435,TEAM047,EMP0267,EMP0261,Brainstorming,2025-09-04,0,9.3
INT002436,TEAM047,EMP0267,EMP0261,Meeting,2025-07-16,33,7.3
INT002437,TEAM047,EMP0267,EMP0261,Code Review,2025-07-03,31,8.0
INT002438,TEAM047,EMP0267,EMP0261,Mentoring,2025-05-24,16,5.4
INT002439,TEAM047,EMP0267,EMP0261,Meeting,2025-11-07,63,6.9
INT002440,TEAM047,EMP0267,EMP0261,Discussion,2025-05-21,5,7.1
INT002441,TEAM047,EMP0267,EMP0261,Code Review,2025-08-31,29,5.9
INT002442,TEAM047,EMP0267,EMP0465,Mentoring,2025-06-29,44,7.7
INT002443,TEAM047,EMP0267,EMP0465,Discussion,2025-07-05,17,7.8
INT002444,TEAM047,EMP0267,EMP0465,Discussion,2025-07-19,4,6.2
INT002445,TEAM047,EMP0267,EMP0465,Collaboration,2025-10-21,31,5.1
INT002446,TEAM047,EMP0267,EMP0465,Meeting,2025-09-11,48,6.0
INT002447,TEAM047,EMP0267,EMP0465,Mentoring,2025-08-01,86,3.2
INT002448,TEAM047,EMP0425,EMP0261,Collaboration,2025-06-15,26,5.5
INT002449,TEAM047,EMP0425,EMP0261,Pair Programming,2025-08-08,6,8.1
INT002450,TEAM047,EMP0425,EMP0261,Pair Programming,2025-05-17,22,6.4
INT002451,TEAM047,EMP0425,EMP0261,Meeting,2025-07-28,29,8.9
INT002452,TEAM047,EMP0425,EMP0261,Mentoring,2025-05-30,32,8.7
INT002453,TEAM047,EMP0425,EMP0217,Brainstorming,2025-06-24,5,4.4
INT002454,TEAM047,EMP0425,EMP0217,Meeting,2025-08-12,66,9.3
INT002455,TEAM047,EMP0425,EMP0217,Brainstorming,2025-07-13,12,5.9
INT002456,TEAM047,EMP0425,EMP0217,Mentoring,2025-08-25,12,6.1
INT002457,TEAM047,EMP0425,EMP0217,Code Review,2025-09-17,24,6.4
INT002458,TEAM047,EMP0425,EMP0048,Mentoring,2025-08-01,16,7.1
INT002459,TEAM047,EMP0425,EMP0048,Pair Programming,2025-09-20,44,7.6
INT002460,TEAM047,EMP0425,EMP0048,Discussion,2025-05-13,14,6.8
INT002461,TEAM047,EMP0425,EMP0048,Mentoring,2025-10-11,10,5.8
INT002462,TEAM047,EMP0405,EMP0261,Discussion,2025-05-30,47,8.2
INT002463,TEAM047,EMP0405,EMP0261,Code Review,2025-09-20,19,9.3
INT002464,TEAM047,EMP0405,EMP0261,Code Review,2025-10-29,51,6.6
INT002465,TEAM047,EMP0405,EMP0261,Mentoring,2025-11-01,85,5.7
INT002466,TEAM047,EMP0405,EMP0261,Code Review,2025-06-09,76,6.9
INT002467,TEAM047,EMP0405,EMP0217,Brainstorming,2025-10-22,17,5.6
INT002468,TEAM047,EMP0405,EMP0217,Mentoring,2025-06-22,36,7.6
INT002469,TEAM047,EMP0405,EMP0217,Discussion,2025-08-21,4,6.7
INT002470,TEAM047,EMP0405,EMP0217,Brainstorming,2025-06-24,3,5.0
INT002471,TEAM047,EMP0405,EMP0217,Meeting,2025-07-15,77,7.0
INT002472,TEAM047,EMP0405,EMP0217,Pair Programming,2025-10-29,15,5.8
INT002473,TEAM047,EMP0405,EMP0217,Pair Programming,2025-10-24,5,7.2
INT002474,TEAM047,EMP0405,EMP0217,Discussion,2025-10-28,7,7.9
INT002475,TEAM047,EMP0405,EMP0217,Code Review,2025-10-08,35,6.7
INT002476,TEAM047,EMP0261,EMP0217,Brainstorming,2025-05-18,1,6.5
INT002477,TEAM047,EMP0261,EMP0217,Code Review,2025-06-23,29,8.6
INT002478,TEAM047,EMP0261,EMP0217,Code Review,2025-06-12,70,9.0
INT002479,TEAM047,EMP0261,EMP0465,Discussion,2025-10-02,9,7.2
INT002480,TEAM047,EMP0261,EMP0465,Meeting,2025-05-24,66,8.2
INT002481,TEAM047,EMP0261,EMP0465,Collaboration,2025-07-10,1,5.7
INT002482,TEAM047,EMP0217,EMP0048,Mentoring,2025-05-12,36,6.7
INT002483,TEAM047,EMP0217,EMP0048,Meeting,2025-10-05,62,5.9
INT002484,TEAM047,EMP0217,EMP0048,Mentoring,2025-09-24,17,7.4
INT002485,TEAM047,EMP0217,EMP0465,Brainstorming,2025-08-21,2,7.9
INT002486,TEAM047,EMP0217,EMP0465,Discussion,2025-10-14,26,5.1
INT002487,TEAM047,EMP0217,EMP0465,Code Review,2025-06-04,73,7.6
INT002488,TEAM048,EMP0066,EMP0358,Meeting,2025-10-11,38,4.1
INT002489,TEAM048,EMP0066,EMP0358,Collaboration,2025-07-03,13,7.2
INT002490,TEAM048,EMP0066,EMP0358,Code Review,2025-06-03,33,4.3
INT002491,TEAM048,EMP0066,EMP0358,Brainstorming,2025-10-22,22,8.3
INT002492,TEAM048,EMP0066,EMP0358,Discussion,2025-09-17,10,8.0
INT002493,TEAM048,EMP0066,EMP0358,Brainstorming,2025-08-13,17,8.0
INT002494,TEAM048,EMP0066,EMP0358,Discussion,2025-05-18,8,5.4
INT002495,TEAM048,EMP0066,EMP0358,Meeting,2025-08-16,41,7.8
INT002496,TEAM048,EMP0066,EMP0279,Pair Programming,2025-10-03,8,5.6
INT002497,TEAM048,EMP0066,EMP0279,Brainstorming,2025-09-14,0,5.4
INT002498,TEAM048,EMP0066,EMP0279,Collaboration,2025-10-27,29,7.8
INT002499,TEAM048,EMP0066,EMP0279,Pair Programming,2025-09-24,6,7.8
INT002500,TEAM048,EMP0066,EMP0370,Code Review,2025-08-29,15,7.9
INT002501,TEAM048,EMP0066,EMP0370,Code Review,2025-07-24,39,7.8
INT002502,TEAM048,EMP0358,EMP0193,Code Review,2025-07-18,53,8.4
INT002503,TEAM048,EMP0358,EMP0193,Meeting,2025-06-12,42,8.9
INT002504,TEAM048,EMP0358,EMP0193,Meeting,2025-10-04,41,8.8
INT002505,TEAM048,EMP0358,EMP0193,Collaboration,2025-05-30,11,6.9
INT002506,TEAM048,EMP0358,EMP0279,Meeting,2025-09-28,29,8.5
INT002507,TEAM048,EMP0358,EMP0279,Meeting,2025-07-06,20,8.6
INT002508,TEAM048,EMP0358,EMP0279,Meeting,2025-11-06,12,9.0
INT002509,TEAM048,EMP0358,EMP0279,Meeting,2025-09-23,40,7.7
INT002510,TEAM048,EMP0358,EMP0279,Mentoring,2025-05-11,4,9.3
INT002511,TEAM048,EMP0358,EMP0279,Pair Programming,2025-06-09,20,4.1
INT002512,TEAM048,EMP0358,EMP0370,Mentoring,2025-07-09,29,5.6
INT002513,TEAM048,EMP0358,EMP0370,Code Review,2025-10-06,30,7.7
INT002514,TEAM048,EMP0358,EMP0370,Mentoring,2025-10-02,57,7.7
INT002515,TEAM048,EMP0358,EMP0441,Discussion,2025-07-15,12,4.8
INT002516,TEAM048,EMP0358,EMP0441,Code Review,2025-09-07,51,8.7
INT002517,TEAM048,EMP0358,EMP0441,Mentoring,2025-06-04,10,6.1
INT002518,TEAM048,EMP0358,EMP0441,Collaboration,2025-10-29,11,5.7
INT002519,TEAM048,EMP0358,EMP0441,Mentoring,2025-09-22,46,6.6
INT002520,TEAM048,EMP0358,EMP0441,Collaboration,2025-07-03,18,7.9
INT002521,TEAM048,EMP0358,EMP0441,Mentoring,2025-10-16,17,8.4
INT002522,TEAM048,EMP0358,EMP0441,Pair Programming,2025-08-22,23,6.5
INT002523,TEAM048,EMP0358,EMP0441,Meeting,2025-07-23,69,6.8
INT002524,TEAM048,EMP0193,EMP0279,Meeting,2025-09-19,34,8.5
INT002525,TEAM048,EMP0193,EMP0279,Meeting,2025-06-25,49,6.3
INT002526,TEAM048,EMP0193,EMP0279,Pair Programming,2025-06-02,8,8.4
INT002527,TEAM048,EMP0193,EMP0279,Collaboration,2025-06-22,16,6.4
INT002528,TEAM048,EMP0193,EMP0279,Discussion,2025-09-12,13,9.1
INT002529,TEAM048,EMP0193,EMP0279,Mentoring,2025-05-31,23,5.4
INT002530,TEAM048,EMP0193,EMP0279,Pair Programming,2025-09-15,8,7.2
INT002531,TEAM048,EMP0193,EMP0279,Code Review,2025-10-25,45,5.8
INT002532,TEAM048,EMP0193,EMP0279,Brainstorming,2025-10-10,16,7.2
INT002533,TEAM048,EMP0193,EMP0370,Discussion,2025-07-09,12,6.4
INT002534,TEAM048,EMP0193,EMP0370,Code Review,2025-09-23,19,7.1
INT002535,TEAM048,EMP0193,EMP0370,Meeting,2025-05-20,77,7.7
INT002536,TEAM048,EMP0193,EMP0370,Mentoring,2025-10-25,32,7.8
INT002537,TEAM048,EMP0193,EMP0441,Discussion,2025-09-15,19,8.4
INT002538,TEAM048,EMP0193,EMP0441,Pair Programming,2025-09-04,15,5.2
INT002539,TEAM048,EMP0193,EMP0441,Brainstorming,2025-06-03,6,7.3
INT002540,TEAM048,EMP0193,EMP0441,Meeting,2025-07-14,21,9.2
INT002541,TEAM048,EMP0279,EMP0370,Collaboration,2025-10-25,3,8.1
INT002542,TEAM048,EMP0279,EMP0370,Code Review,2025-09-23,40,8.0
INT002543,TEAM048,EMP0279,EMP0370,Discussion,2025-10-31,27,8.1
INT002544,TEAM048,EMP0279,EMP0370,Meeting,2025-06-29,21,7.6
INT002545,TEAM048,EMP0279,EMP0370,Code Review,2025-10-20,119,6.8
INT002546,TEAM048,EMP0279,EMP0370,Collaboration,2025-07-17,22,7.8
INT002547,TEAM048,EMP0279,EMP0370,Pair Programming,2025-06-12,7,7.3
INT002548,TEAM048,EMP0279,EMP0441,Pair Programming,2025-05-18,13,8.8
INT002549,TEAM048,EMP0279,EMP0441,Brainstorming,2025-09-10,5,6.4
INT002550,TEAM048,EMP0279,EMP0441,Pair Programming,2025-10-10,18,7.3
INT002551,TEAM048,EMP0279,EMP0441,Meeting,2025-09-10,42,6.2
INT002552,TEAM048,EMP0279,EMP0441,Mentoring,2025-09-08,28,8.7
INT002553,TEAM048,EMP0370,EMP0441,Discussion,2025-09-17,12,5.5
INT002554,TEAM048,EMP0370,EMP0441,Meeting,2025-09-12,19,8.6
INT002555,TEAM048,EMP0370,EMP0441,Collaboration,2025-07-10,8,6.9
INT002556,TEAM048,EMP0370,EMP0441,Meeting,2025-07-06,31,6.3
INT002557,TEAM048,EMP0370,EMP0441,Code Review,2025-07-19,28,8.1
INT002558,TEAM048,EMP0370,EMP0441,Collaboration,2025-09-13,8,7.7
INT002559,TEAM049,EMP0201,EMP0338,Pair Programming,2025-07-31,3,4.0
INT002560,TEAM049,EMP0201,EMP0338,Discussion,2025-10-04,5,7.9
INT002561,TEAM049,EMP0201,EMP0338,Mentoring,2025-09-19,9,6.1
INT002562,TEAM049,EMP0201,EMP0338,Pair Programming,2025-08-08,11,7.7
INT002563,TEAM049,EMP0201,EMP0338,Pair Programming,2025-09-17,17,8.3
INT002564,TEAM049,EMP0201,EMP0338,Meeting,2025-10-06,21,7.9
INT002565,TEAM049,EMP0201,EMP0338,Collaboration,2025-05-14,33,6.4
INT002566,TEAM049,EMP0201,EMP0338,Pair Programming,2025-10-23,0,8.9
INT002567,TEAM049,EMP0201,EMP0338,Meeting,2025-10-04,64,6.8
INT002568,TEAM049,EMP0338,EMP0428,Brainstorming,2025-09-25,21,4.5
INT002569,TEAM050,EMP0073,EMP0487,Collaboration,2025-08-24,19,4.8
INT002570,TEAM050,EMP0073,EMP0487,Brainstorming,2025-09-28,10,6.0
INT002571,TEAM050,EMP0073,EMP0487,Collaboration,2025-05-28,12,5.4
INT002572,TEAM050,EMP0073,EMP0077,Brainstorming,2025-06-19,21,6.2
INT002573,TEAM050,EMP0073,EMP0077,Meeting,2025-09-10,24,8.3
INT002574,TEAM050,EMP0073,EMP0130,Discussion,2025-06-27,27,5.1
INT002575,TEAM050,EMP0073,EMP0130,Collaboration,2025-09-13,8,7.9
INT002576,TEAM050,EMP0073,EMP0130,Brainstorming,2025-07-09,6,7.8
INT002577,TEAM050,EMP0487,EMP0390,Mentoring,2025-11-04,94,5.4
INT002578,TEAM050,EMP0487,EMP0390,Mentoring,2025-07-21,85,8.3
INT002579,TEAM050,EMP0487,EMP0390,Code Review,2025-09-05,50,8.6
INT002580,TEAM050,EMP0487,EMP0390,Discussion,2025-08-16,12,5.7
INT002581,TEAM050,EMP0487,EMP0390,Code Review,2025-06-12,72,8.0
INT002582,TEAM050,EMP0487,EMP0390,Code Review,2025-06-09,4,8.2
INT002583,TEAM050,EMP0487,EMP0390,Meeting,2025-06-14,15,6.6
INT002584,TEAM050,EMP0487,EMP0390,Meeting,2025-07-24,22,8.9
INT002585,TEAM050,EMP0487,EMP0390,Discussion,2025-10-28,21,8.2
INT002586,TEAM050,EMP0487,EMP0130,Collaboration,2025-07-22,20,9.7
INT002587,TEAM050,EMP0487,EMP0130,Discussion,2025-07-30,23,6.6
INT002588,TEAM050,EMP0487,EMP0130,Brainstorming,2025-05-13,9,4.2
INT002589,TEAM050,EMP0487,EMP0130,Discussion,2025-10-13,27,7.6
INT002590,TEAM050,EMP0487,EMP0130,Code Review,2025-07-04,52,7.8
INT002591,TEAM050,EMP0487,EMP0130,Collaboration,2025-10-17,6,8.9
INT002592,TEAM050,EMP0487,EMP0130,Mentoring,2025-11-04,14,8.4
INT002593,TEAM050,EMP0487,EMP0130,Code Review,2025-07-26,36,7.5
INT002594,TEAM050,EMP0390,EMP0077,Code Review,2025-08-24,46,7.2
INT002595,TEAM050,EMP0390,EMP0077,Meeting,2025-05-26,48,4.8
INT002596,TEAM050,EMP0390,EMP0077,Discussion,2025-11-03,4,9.0
INT002597,TEAM050,EMP0390,EMP0077,Pair Programming,2025-05-20,11,6.0
INT002598,TEAM050,EMP0390,EMP0130,Brainstorming,2025-07-13,30,5.3
INT002599,TEAM050,EMP0390,EMP0130,Mentoring,2025-06-14,89,7.6
INT002600,TEAM050,EMP0390,EMP0130,Meeting,2025-06-11,53,4.6
